CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	2808360	723549	79.51	3531909
2	2715804	868668	75.77	3584472
3	2687997	842536	76.14	3530533
4	3327873	893914	78.83	4221787
5	3060342	853645	78.19	3913987
6	3099984	998277	75.64	4098261
7	2826364	872074	76.42	3698438
8	3111795	956965	76.48	4068760
9	3095464	947813	76.56	4043277
10	2972152	919988	76.36	3892140
11	2892412	912264	76.02	3804676
12	2984029	922255	76.39	3906284
13	2956998	919823	76.27	3876821
14	2981057	928960	76.24	3910017
15	2923501	925036	75.96	3848537
16	3081432	942649	76.57	4024081
17	2980118	934994	76.12	3915112
18	2957015	937631	75.93	3894646
19	2949534	934468	75.94	3884002
20	3025051	945425	76.19	3970476
21	2989404	948178	75.92	3937582
22	3013032	946592	76.09	3959624
23	3010800	946862	76.08	3957662
24	3026073	949175	76.12	3975248
25	2997090	948523	75.96	3945613
26	2972176	950996	75.76	3923172
27	2965438	949269	75.75	3914707
28	2961173	946808	75.77	3907981
29	2965385	949399	75.75	3914784
30	3045372	955774	76.11	4001146
31	3033327	952184	76.11	3985511
32	3076943	961607	76.19	4038550
33	2987719	952111	75.83	3939830
34	2963502	948274	75.76	3911776
35	2962999	951033	75.70	3914032
36	3015785	957396	75.90	3973181
37	3012690	954024	75.95	3966714
38	3046014	958307	76.07	4004321
39	3019302	958868	75.90	3978170
40	3078837	961500	76.20	4040337
41	2992649	951598	75.87	3944247
42	3010943	954514	75.93	3965457
43	3031795	957778	75.99	3989573
44	2935369	978085	75.01	3913454
45	3048577	960280	76.05	4008857
46	3033699	956054	76.04	3989753
47	3015811	955655	75.94	3971466
48	3022704	960054	75.89	3982758
49	3045916	958282	76.07	4004198
50	3010868	953577	75.95	3964445
51	2990038	954059	75.81	3944097
52	3012876	953954	75.95	3966830
53	3030088	956009	76.02	3986097
54	3068831	961283	76.15	4030114
55	3019900	952635	76.02	3972535
56	2956852	963145	75.43	3919997
57	2986406	952863	75.81	3939269
58	3040735	956106	76.08	3996841
59	2992710	952565	75.86	3945275
60	3015718	953646	75.97	3969364
61	2995497	951263	75.90	3946760
62	3045277	958338	76.06	4003615
63	3031280	952022	76.10	3983302
64	3026155	952962	76.05	3979117
65	2962827	947155	75.78	3909982
66	2966797	948570	75.77	3915367
67	2958555	945884	75.77	3904439
68	2996057	948686	75.95	3944743
69	2981871	950160	75.84	3932031
70	2999306	949250	75.96	3948556
71	2987650	947015	75.93	3934665
72	2992644	948211	75.94	3940855
73	2940668	939427	75.79	3880095
74	2945120	939641	75.81	3884761
75	2963692	940223	75.92	3903915
76	2959988	940248	75.89	3900236
77	2906152	937172	75.62	3843324
78	2938961	936970	75.83	3875931
79	2908185	931786	75.73	3839971
80	2930681	932490	75.86	3863171
81	2903735	930598	75.73	3834333
82	2896920	927164	75.75	3824084
83	2864409	923899	75.61	3788308
84	2870423	923227	75.66	3793650
85	2850931	919955	75.60	3770886
86	2861697	920178	75.67	3781875
87	2818734	915307	75.49	3734041
88	2836589	914050	75.63	3750639
89	2786400	908834	75.41	3695234
90	2759350	904975	75.30	3664325
91	2733272	897929	75.27	3631201
92	2683497	889556	75.10	3573053
93	2622353	876656	74.95	3499009
94	2575447	869872	74.75	3445319
95	2437908	847377	74.21	3285285
96	2386151	834306	74.09	3220457
97	2256216	760593	74.79	3016809
98	1284748	418001	75.45	1702749
99	1265501	412718	75.41	1678219
100	1240110	409065	75.20	1649175
101	1185468	360789	76.67	1546257

CHG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	1331317	14319521	8.51	15650838
2	613119	16459268	3.59	17072387
3	333342	16110545	2.03	16443887
4	237493	16709967	1.40	16947460
5	177303	16415167	1.07	16592470
6	161182	17210225	0.93	17371407
7	150285	17042288	0.87	17192573
8	149814	17373649	0.85	17523463
9	143066	17203672	0.82	17346738
10	137349	16853844	0.81	16991193
11	137700	16799662	0.81	16937362
12	136598	17103264	0.79	17239862
13	138778	17123302	0.80	17262080
14	137517	17168497	0.79	17306014
15	140280	17441833	0.80	17582113
16	148364	17300564	0.85	17448928
17	140941	17210123	0.81	17351064
18	141672	17384381	0.81	17526053
19	143147	17504079	0.81	17647226
20	146959	17571034	0.83	17717993
21	155147	17475656	0.88	17630803
22	154850	17598828	0.87	17753678
23	146142	17562648	0.83	17708790
24	152849	18072826	0.84	18225675
25	146075	17657337	0.82	17803412
26	147647	17631000	0.83	17778647
27	152397	17628907	0.86	17781304
28	151253	17804742	0.84	17955995
29	154586	17886990	0.86	18041576
30	151437	17773430	0.84	17924867
31	149738	17769276	0.84	17919014
32	150068	17768139	0.84	17918207
33	166637	17812376	0.93	17979013
34	148295	17702005	0.83	17850300
35	149748	17780239	0.84	17929987
36	150280	17710176	0.84	17860456
37	152378	17965121	0.84	18117499
38	152187	17841966	0.85	17994153
