CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	210755	96620	68.57	307375
2	124387	69929	64.01	194316
3	147361	82492	64.11	229853
4	163127	78475	67.52	241602
5	185288	82175	69.28	267463
6	205466	90861	69.34	296327
7	177003	84367	67.72	261370
8	173305	83823	67.40	257128
9	187116	89065	67.75	276181
10	190597	87862	68.45	278459
11	180365	86518	67.58	266883
12	181764	85933	67.90	267697
13	178528	85365	67.65	263893
14	186906	86560	68.35	273466
15	178812	86202	67.47	265014
16	186386	87360	68.09	273746
17	187393	88165	68.00	275558
18	187863	88007	68.10	275870
19	181008	87115	67.51	268123
20	186883	88190	67.94	275073
21	188469	88631	68.01	277100
22	193308	89107	68.45	282415
23	187820	88273	68.03	276093
24	183070	88408	67.43	271478
25	187526	88270	67.99	275796
26	189332	89389	67.93	278721
27	182661	87997	67.49	270658
28	183838	88398	67.53	272236
29	183315	88027	67.56	271342
30	190545	88678	68.24	279223
31	185094	88303	67.70	273397
32	185959	88125	67.85	274084
33	185377	89291	67.49	274668
34	182757	88040	67.49	270797
35	179961	87914	67.18	267875
36	186681	88638	67.81	275319
37	187650	89324	67.75	276974
38	191175	89415	68.13	280590
39	183704	89035	67.36	272739
40	186881	88715	67.81	275596
41	185889	88760	67.68	274649
42	184435	88877	67.48	273312
43	186120	88693	67.73	274813
44	185830	88570	67.72	274400
45	185761	89133	67.58	274894
46	187054	88607	67.86	275661
47	186315	88757	67.73	275072
48	183698	87626	67.70	271324
49	185379	88617	67.66	273996
50	184582	88356	67.63	272938
51	184993	88860	67.55	273853
52	185561	88210	67.78	273771
53	186522	89359	67.61	275881
54	187994	89166	67.83	277160
55	187685	89375	67.74	277060
56	187277	89188	67.74	276465
57	184889	88336	67.67	273225
58	184429	88829	67.49	273258
59	184706	88244	67.67	272950
60	187066	88509	67.88	275575
61	183108	87736	67.61	270844
62	184876	88251	67.69	273127
63	182655	87610	67.58	270265
64	185256	88136	67.76	273392
65	182814	87505	67.63	270319
66	182314	87856	67.48	270170
67	182352	87855	67.49	270207
68	184161	87144	67.88	271305
69	186680	88136	67.93	274816
70	186446	88100	67.91	274546
71	183014	86663	67.86	269677
72	182051	87231	67.61	269282
73	180034	86237	67.61	266271
74	179665	85727	67.70	265392
75	178386	86231	67.41	264617
