CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	3212435	964488	76.91	4176923
2	2671309	824997	76.40	3496306
3	2579053	954767	72.98	3533820
4	2789726	980901	73.99	3770627
5	2709395	923604	74.58	3632999
6	2793483	1012236	73.40	3805719
7	2572744	933300	73.38	3506044
8	2633050	967906	73.12	3600956
9	2687570	985439	73.17	3673009
10	2695138	987833	73.18	3682971
11	2667840	981926	73.10	3649766
12	2723279	990454	73.33	3713733
13	2684160	983433	73.19	3667593
14	2711398	985254	73.35	3696652
15	2684115	984557	73.16	3668672
16	2767214	993309	73.59	3760523
17	2742020	994459	73.39	3736479
18	2706854	996811	73.09	3703665
19	2692295	996435	72.99	3688730
20	2727833	1000505	73.16	3728338
21	2741807	1004614	73.18	3746421
22	2754215	1005207	73.26	3759422
23	2762190	1006344	73.30	3768534
24	2757246	1012760	73.14	3770006
25	2779918	1011992	73.31	3791910
26	2749576	1014324	73.05	3763900
27	2733672	1014220	72.94	3747892
28	2725895	1008664	72.99	3734559
29	2724584	1010437	72.95	3735021
30	2762506	1016171	73.11	3778677
31	2774903	1015881	73.20	3790784
32	2821749	1021970	73.41	3843719
33	2773154	1021374	73.08	3794528
34	2750899	1014262	73.06	3765161
35	2748551	1013596	73.06	3762147
36	2761207	1018657	73.05	3779864
37	2777383	1021699	73.11	3799082
38	2794312	1022971	73.20	3817283
39	2782461	1022920	73.12	3805381
40	2814072	1025989	73.28	3840061
41	2776643	1021729	73.10	3798372
42	2771665	1021717	73.07	3793382
43	2776446	1020664	73.12	3797110
44	2789933	1024731	73.14	3814664
45	2801893	1026501	73.19	3828394
46	2790585	1024575	73.14	3815160
47	2779026	1023766	73.08	3802792
48	2768295	1022368	73.03	3790663
49	2803993	1029030	73.15	3833023
50	2787928	1025049	73.12	3812977
51	2755613	1024118	72.91	3779731
52	2759145	1022327	72.96	3781472
53	2773506	1025123	73.01	3798629
54	2806698	1030996	73.14	3837694
55	2783143	1024685	73.09	3807828
56	2815132	1025138	73.31	3840270
57	2782833	1026100	73.06	3808933
58	2788011	1024935	73.12	3812946
59	2776777	1023784	73.06	3800561
60	2781887	1026099	73.05	3807986
61	2778033	1026226	73.02	3804259
62	2794653	1026787	73.13	3821440
63	2794923	1025357	73.16	3820280
64	2797863	1026745	73.15	3824608
65	2752833	1020718	72.95	3773551
66	2744715	1019214	72.92	3763929
67	2742798	1022261	72.85	3765059
68	2760979	1021113	73.00	3782092
69	2762262	1024767	72.94	3787029
70	2786840	1025112	73.11	3811952
71	2775422	1022545	73.08	3797967
72	2784728	1026003	73.08	3810731
73	2761715	1024343	72.94	3786058
74	2754369	1023236	72.91	3777605
75	2758258	1025647	72.89	3783905
76	2767405	1022238	73.03	3789643
77	2744771	1018889	72.93	3763660
78	2755578	1022650	72.93	3778228
79	2740941	1019444	72.89	3760385
80	2751415	1020333	72.95	3771748
81	2738157	1021157	72.84	3759314
82	2735409	1020664	72.83	3756073
83	2716167	1017583	72.75	3733750
84	2717372	1020643	72.70	3738015
85	2705055	1016649	72.68	3721704
86	2729382	1017793	72.84	3747175
87	2711137	1017986	72.70	3729123
88	2726539	1019542	72.78	3746081
89	2695453	1014484	72.65	3709937
90	2677523	1016292	72.49	3693815
91	2670298	1014417	72.47	3684715
92	2670264	1010727	72.54	3680991
93	2664483	1011163	72.49	3675646
94	2683538	1014443	72.57	3697981
95	2649771	1008026	72.44	3657797
96	2640204	1007046	72.39	3647250
97	2606275	999562	72.28	3605837
98	2591816	995710	72.25	3587526
99	2566898	989718	72.17	3556616
100	2531663	982523	72.04	3514186
101	2430753	884447	73.32	3315200
102	1095258	422314	72.17	1517572
103	1088995	420487	72.14	1509482
104	1079527	418475	72.06	1498002
105	1078729	419083	72.02	1497812
106	1066476	417130	71.88	1483606
107	1061039	415466	71.86	1476505
108	1055129	413927	71.82	1469056
109	1043418	410882	71.75	1454300
110	1039482	411286	71.65	1450768
111	1033291	408953	71.64	1442244
112	1022138	406355	71.55	1428493
113	1014964	403257	71.57	1418221
114	1006677	402096	71.46	1408773
115	994934	398774	71.39	1393708
116	988739	396990	71.35	1385729
117	983919	394730	71.37	1378649
118	979064	391519	71.43	1370583
119	959986	387921	71.22	1347907
120	953786	384409	71.27	1338195
121	944842	380633	71.28	1325475
122	933659	377590	71.20	1311249
123	919116	374895	71.03	1294011
124	909042	371317	71.00	1280359
125	900796	363326	71.26	1264122
126	900114	360254	71.42	1260368
127	887534	353124	71.54	1240658
128	879913	347903	71.66	1227816
129	868926	342978	71.70	1211904
130	864356	338589	71.85	1202945
131	858375	336035	71.87	1194410
132	855163	332561	72.00	1187724
133	848309	327437	72.15	1175746
134	846807	327383	72.12	1174190
135	838000	323156	72.17	1161156
136	709775	277203	71.91	986978
137	567076	224569	71.63	791645
138	568274	226537	71.50	794811
139	554161	226047	71.03	780208
140	546534	219368	71.36	765902
141	552066	218362	71.66	770428
142	583902	232440	71.53	816342
143	541532	219497	71.16	761029
144	493705	204048	70.76	697753
145	478879	200855	70.45	679734
146	458379	198800	69.75	657179
147	476957	207313	69.70	684270
148	417659	187763	68.99	605422
149	434651	195353	68.99	630004
150	365483	103447	77.94	468930

CHG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	751978	15982498	4.49	16734476
2	234955	15049450	1.54	15284405
3	145384	15137074	0.95	15282458
4	114767	15526133	0.73	15640900
5	98836	15487497	0.63	15586333
6	102922	15626881	0.65	15729803
7	90090	15347728	0.58	15437818
8	90612	15708343	0.57	15798955
9	92384	15829924	0.58	15922308
10	90641	15806354	0.57	15896995
11	90178	15719784	0.57	15809962
12	90125	15887011	0.56	15977136
13	90184	15862187	0.57	15952371
14	91208	15872775	0.57	15963983
15	91881	16015501	0.57	16107382
16	91383	15967344	0.57	16058727
17	90751	15894189	0.57	15984940
18	91351	16044600	0.57	16135951
19	92261	16146188	0.57	16238449
20	97986	16258835	0.60	16356821
21	92832	16238933	0.57	16331765
22	94048	16258450	0.58	16352498
23	94176	16246772	0.58	16340948
24	95389	16654818	0.57	16750207
25	100643	16380233	0.61	16480876
26	94615	16312930	0.58	16407545
27	95311	16282066	0.58	16377377
28	94916	16434922	0.57	16529838
29	95287	16531450	0.57	16626737
30	95447	16496879	0.58	16592326
31	95489	16465820	0.58	16561309
32	96489	16471974	0.58	16568463
33	95651	16485617	0.58	16581268
34	95317	16408976	0.58	16504293
35	95660	16405324	0.58	16500984
36	95571	16379334	0.58	16474905
37	95384	16497059	0.57	16592443
38	95325	16542290	0.57	16637615
39	95539	16551504	0.57	16647043
40	96487	16444925	0.58	16541412
41	96927	16404363	0.59	16501290
42	96067	16462677	0.58	16558744
43	97951	16519788	0.59	16617739
44	96359	16513440	0.58	16609799
45	95763	16609502	0.57	16705265
46	95661	16485902	0.58	16581563
47	95590	16490172	0.58	16585762
48	96647	16531485	0.58	16628132
49	97268	16580364	0.58	16677632
50	97121	16557967	0.58	16655088
51	95088	16476431	0.57	16571519
52	95563	16412664	0.58	16508227
53	95967	16522024	0.58	16617991
54	95520	16449128	0.58	16544648
