CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	1151891	247796	82.30	1399687
2	1069692	217498	83.10	1287190
3	995526	259539	79.32	1255065
4	1059135	264202	80.04	1323337
5	1018187	249562	80.31	1267749
6	1058193	272181	79.54	1330374
7	968539	249842	79.49	1218381
8	997123	261958	79.19	1259081
9	1014993	265391	79.27	1280384
10	1005942	264022	79.21	1269964
11	999359	262615	79.19	1261974
12	1017823	265112	79.34	1282935
13	1005671	264069	79.20	1269740
14	1017277	264549	79.36	1281826
15	1004419	263959	79.19	1268378
16	1037532	266827	79.54	1304359
17	1025259	266424	79.37	1291683
18	1015266	267632	79.14	1282898
19	1008128	266602	79.09	1274730
20	1027168	268918	79.25	1296086
21	1024453	268462	79.24	1292915
22	1027382	269491	79.22	1296873
23	1030738	269217	79.29	1299955
24	1028170	270659	79.16	1298829
25	1039770	272169	79.25	1311939
26	1028990	270845	79.16	1299835
27	1021889	271902	78.98	1293791
28	1021839	271127	79.03	1292966
29	1020620	271580	78.98	1292200
30	1036741	272848	79.17	1309589
31	1040167	273908	79.16	1314075
32	1058811	274617	79.41	1333428
33	1037973	274413	79.09	1312386
34	1034093	273181	79.10	1307274
35	1029824	273274	79.03	1303098
36	1039477	274732	79.10	1314209
37	1042126	274521	79.15	1316647
38	1052123	275588	79.24	1327711
39	1047661	274859	79.22	1322520
40	1060641	276806	79.30	1337447
41	1047069	276712	79.10	1323781
42	1042216	275309	79.10	1317525
43	1045512	276127	79.11	1321639
44	1052820	276393	79.21	1329213
45	1053068	276234	79.22	1329302
46	1053221	276940	79.18	1330161
47	1047825	276479	79.12	1324304
48	1044816	276343	79.08	1321159
49	1058356	278786	79.15	1337142
50	1052112	277881	79.11	1329993
51	1041022	275948	79.05	1316970
52	1041473	276921	79.00	1318394
53	1045068	277094	79.04	1322162
54	1055157	278110	79.14	1333267
55	1048828	276776	79.12	1325604
56	1060226	279254	79.15	1339480
57	1043739	278438	78.94	1322177
58	1051442	278514	79.06	1329956
59	1043586	278187	78.95	1321773
60	1045754	278590	78.96	1324344
61	1042292	278364	78.92	1320656
62	1052559	280019	78.99	1332578
63	1048107	278717	78.99	1326824
64	1051713	278310	79.07	1330023
65	1034660	277109	78.88	1311769
66	1030006	276989	78.81	1306995
67	1028211	277403	78.75	1305614
68	1035004	278230	78.81	1313234
69	1036144	278003	78.85	1314147
70	1045013	278381	78.96	1323394
71	1039239	278498	78.87	1317737
72	1042285	278914	78.89	1321199
73	1028617	276923	78.79	1305540
74	1028103	276637	78.80	1304740
75	1027076	275996	78.82	1303072
76	1026803	276037	78.81	1302840
77	1016889	276485	78.62	1293374
78	1020913	275923	78.72	1296836
79	1011583	275929	78.57	1287512
80	1014632	274938	78.68	1289570
81	1011029	275997	78.56	1287026
82	1008516	275172	78.56	1283688
83	997578	273522	78.48	1271100
84	994656	272876	78.47	1267532
85	990524	273871	78.34	1264395
86	992977	272511	78.47	1265488
87	982412	271655	78.34	1254067
88	988222	273209	78.34	1261431
89	974129	270736	78.25	1244865
90	966775	270298	78.15	1237073
91	959489	268854	78.11	1228343
92	951491	268159	78.01	1219650
93	943586	267133	77.94	1210719
94	945182	266654	78.00	1211836
95	921749	264082	77.73	1185831
96	903276	263058	77.45	1166334
97	871690	258256	77.14	1129946
98	850576	255866	76.87	1106442
99	818182	250001	76.60	1068183
100	753414	243880	75.55	997294
101	824376	246388	76.99	1070764

CHG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	552833	5228077	9.56	5780910
2	203517	5063982	3.86	5267499
3	121339	5311518	2.23	5432857
4	83236	5474381	1.50	5557617
5	61835	5427714	1.13	5489549
6	54416	5467544	0.99	5521960
7	49533	5379090	0.91	5428623
8	48757	5492956	0.88	5541713
9	48007	5499889	0.87	5547896
10	47070	5451670	0.86	5498740
11	46579	5445878	0.85	5492457
12	47823	5534453	0.86	5582276
13	47997	5530543	0.86	5578540
14	47841	5543470	0.86	5591311
15	48763	5595424	0.86	5644187
16	48828	5584651	0.87	5633479
17	48893	5552135	0.87	5601028
18	49460	5600301	0.88	5649761
19	49756	5622253	0.88	5672009
20	50662	5683969	0.88	5734631
21	51345	5667375	0.90	5718720
22	51912	5678547	0.91	5730459
23	51585	5666750	0.90	5718335
24	54982	5838790	0.93	5893772
25	53113	5751255	0.92	5804368
26	52924	5723075	0.92	5775999
27	52311	5718315	0.91	5770626
28	53253	5764089	0.92	5817342
29	53752	5793441	0.92	5847193
30	53868	5785842	0.92	5839710
31	53718	5770889	0.92	5824607
32	53757	5773061	0.92	5826818
33	54585	5795607	0.93	5850192
34	53620	5746554	0.92	5800174
35	54032	5753977	0.93	5808009
36	53836	5739937	0.93	5793773
37	55123	5772912	0.95	5828035
