CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	1308708	515444	71.74	1824152
2	918208	522441	63.74	1440649
3	1231697	574780	68.18	1806477
4	1568391	571152	73.30	2139543
5	1371254	529731	72.13	1900985
6	1441159	609860	70.27	2051019
7	1368220	549466	71.35	1917686
8	1529771	612787	71.40	2142558
9	1561627	626195	71.38	2187822
10	1524007	594429	71.94	2118436
11	1406543	589397	70.47	1995940
12	1448435	593064	70.95	2041499
13	1433022	591658	70.78	2024680
14	1438979	596518	70.69	2035497
15	1448022	603984	70.57	2052006
16	1522482	611275	71.35	2133757
17	1500200	611903	71.03	2112103
18	1466614	614702	70.47	2081316
19	1480983	613261	70.72	2094244
20	1517421	616670	71.10	2134091
21	1508843	618986	70.91	2127829
22	1510860	619548	70.92	2130408
23	1523132	621916	71.01	2145048
24	1538549	624837	71.12	2163386
25	1510422	619192	70.92	2129614
26	1474147	616636	70.51	2090783
27	1507050	624822	70.69	2131872
28	1507310	620531	70.84	2127841
29	1491124	618310	70.69	2109434
30	1518750	624426	70.86	2143176
31	1510681	620572	70.88	2131253
32	1543377	626832	71.12	2170209
33	1509018	622946	70.78	2131964
34	1480613	617689	70.56	2098302
35	1497665	619766	70.73	2117431
36	1528634	624962	70.98	2153596
37	1515854	622657	70.88	2138511
38	1512064	622914	70.82	2134978
39	1519411	625191	70.85	2144602
40	1544516	627436	71.11	2171952
41	1490181	618304	70.68	2108485
42	1492621	621913	70.59	2114534
43	1504920	620746	70.80	2125666
44	1515952	621038	70.94	2136990
45	1517030	621744	70.93	2138774
46	1512972	620168	70.93	2133140
47	1498058	617294	70.82	2115352
48	1509077	620876	70.85	2129953
49	1512050	620070	70.92	2132120
50	1483574	614254	70.72	2097828
51	1475482	616022	70.55	2091504
52	1501588	617757	70.85	2119345
53	1502922	616884	70.90	2119806
54	1519520	619547	71.04	2139067
55	1506636	618366	70.90	2125002
56	1512733	614780	71.10	2127513
57	1483779	613473	70.75	2097252
58	1496099	611627	70.98	2107726
59	1499007	612456	70.99	2111463
60	1495865	613737	70.91	2109602
61	1479415	608842	70.84	2088257
62	1501743	610086	71.11	2111829
63	1507354	610135	71.19	2117489
64	1488271	604674	71.11	2092945
65	1463002	600738	70.89	2063740
66	1457746	601031	70.81	2058777
67	1467181	600514	70.96	2067695
68	1480244	601022	71.12	2081266
69	1474224	599532	71.09	2073756
70	1467812	596848	71.09	2064660
71	1470768	593497	71.25	2064265
72	1470018	595902	71.16	2065920
73	1442614	589886	70.98	2032500
74	1432436	589194	70.86	2021630
75	1445858	587603	71.10	2033461
76	1449210	587348	71.16	2036558
77	1411857	581556	70.83	1993413
78	1431329	584505	71.00	2015834
79	1411760	580171	70.87	1991931
80	1413949	579191	70.94	1993140
81	1403738	575910	70.91	1979648
82	1391646	570052	70.94	1961698
83	1378116	568851	70.78	1946967
84	1376531	565999	70.86	1942530
85	1364416	562992	70.79	1927408
86	1370548	561714	70.93	1932262
87	1347960	554400	70.86	1902360
88	1346657	552828	70.90	1899485
89	1329406	546929	70.85	1876335
90	1307144	543181	70.64	1850325
91	1295437	538380	70.64	1833817
92	1271123	529290	70.60	1800413
93	1244742	521640	70.47	1766382
94	1234716	514141	70.60	1748857
95	1187686	501772	70.30	1689458
96	1152167	487259	70.28	1639426
97	1111526	472576	70.17	1584102
98	1089193	446630	70.92	1535823
99	896938	362016	71.24	1258954

CHG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	19402	6483643	0.30	6503045
2	11421	7380890	0.15	7392311
3	10520	6891741	0.15	6902261
4	11494	6791074	0.17	6802568
5	10089	6260451	0.16	6270540
6	10646	6608430	0.16	6619076
7	10930	6802242	0.16	6813172
8	11695	7151376	0.16	7163071
9	11935	7040550	0.17	7052485
10	11084	6693189	0.17	6704273
